"county","city","zip","street","price","br","lsqft","bsqft","year","date","long","lat"
"Alameda County","Oakland",94619,"40 Kingwood Road",730000,3,6134,2028,"1980","2004-10-24",-122.175428,37.796682
"Alameda County","Berkeley",94708,"643 Cragmont Avenue",610000,1,5145,611,"1928","2004-08-08",-122.269235,37.899621
"Napa County","American Canyon",94503,"2356 Elliott Drive",6e+05,4,9583,1477,"1988","2005-10-30",-122.262238,38.16884
"Marin County","Belvedere/Tiburon",94920,"19 Belvedere Avenue",2025000,3,10403,2407,"1956","2006-01-29",-122.47042,37.873314
"Contra Costa County","Concord",94521,"5030 Valley Crest Drive #87",275000,2,NA,1200,"1984","2004-08-01",NA,NA
"Sonoma County","Petaluma",94954,"24 East Village Court",510000,3,6612,1120,"1981","2005-05-22",-122.637675,38.243478
"Santa Clara County","South San Jose",95111,"5131 Roeder Road",360000,3,5600,1080,"1961","2003-06-29",-121.810143,37.264642
"Marin County","San Rafael",94901,"17 Loma Vista Place",350000,3,3600,1344,"1973","2006-04-02",-122.500027,37.963587
"Alameda county","San Leandro",94579,"14968 Crosby Street",430000,3,6270,1048,"1948","2004-04-25",-122.145828,37.694994
"Santa Clara County","Santa Clara",95051,"3440 Benton Street",590000,3,7405,1166,"1954","2005-10-23",-121.990012,37.344831
"Santa Clara County","Sunnyvale",94086,"229 Florence Street",738000,2,5663,1238,"1930","2005-02-27",-122.036925125521,37.3766208262761
"Alameda County","San Lorenzo",94580,"16025 Via Del Sol",546000,3,5000,1240,"1944","2005-09-25",-122.129107,37.677726
"Santa Clara County","Saratoga",95070,"14766 Live Oak Lane",1810000,5,43560,2556,"1953","2005-04-17",-122.017376,37.253089
"San Francisco county","San Francisco",94134,"2033 Geneva Avenue",575000,NA,2243,850,"1944","2005-03-20",-122.421387,37.708688
"Alameda county","Oakland",94619,"5309 Fleming Avenue",540000,3,4000,1416,"1925","2005-02-27",-122.193702,37.776467
"San Mateo County","San Mateo",94402,"262 Virginia Avenue",2165000,4,11760,2800,"1928","2006-05-14",-122.32939,37.558538
"Santa Clara county","Milpitas",95035,"112 Parc Place Drive",417500,NA,NA,NA,NA,"2006-03-05",-121.901656,37.419956
"San Francisco county","San Francisco",94127,"424 Myra Way",6e+05,2,2949,1087,"1949","2004-06-13",-122.452747,37.73707
"Alameda County","Hayward",94541,"1801 Panda Way",274000,2,912,1129,"1972","2003-11-02",-122.066353,37.676264
"Santa Clara County","Blossom Hill",95136,"4839 Rue Nice Court",535000,4,6098,1732,"1973","2004-01-11",NA,NA
"Alameda County","Berkeley",94707,"1624 Beverly Place",8e+05,2,4300,1370,"1922","2003-12-07",-122.279994,37.885266
"Contra Costa County","Antioch",94509,"3511 Siders Court",5e+05,4,9900,1868,"1975","2005-04-10",-121.798691,37.987742
"Napa County","Napa",94558,"2463 Claret Street",470000,3,6098,1186,"1973","2004-10-17",-122.330345,38.327252
"San Francisco County","San Francisco",94122,"1663 32nd Avenue",1030000,NA,2996,1600,"1939","2005-08-14",-122.490591,37.756181
"San Francisco County","San Francisco",94109,"2040 Franklin Street #804",660000,NA,NA,1370,"1966","2004-09-19",NA,NA
"Santa Clara County","Evergreen",95138,"1711 Marseilles Court",2275000,3,17424,4523,"1994","2005-06-12",-121.77139,37.272026
"Contra Costa County","Pinole",94564,"2315 Collins Avenue",585000,3,5900,1140,"1956","2005-12-25",-122.278779,37.983901
"Santa Clara County","South San Jose",95111,"3143 Shofner Place",438000,3,436,1131,"1982","2006-01-15",-121.833774,37.289696
"San Francisco County","San Francisco",94122,"1450 24th Avenue",930000,NA,2996,1495,"1925","2005-08-28",-122.482276,37.760512
"Solano County","Fairfield",94533,"80 Villa Circle",155000,2,1742,968,"1971","2005-01-09",-122.008763,38.26585
"Contra Costa County","Clayton",94517,"15 London Court",564500,3,8400,2010,"1975","2003-09-07",-121.924832,37.925046
"Solano County","Fairfield",94533,"1748 Utah Street",315000,3,4791,925,"1955","2004-12-12",-122.06006,38.253844
"San Mateo County","Daly City",94015,"4376 Callan Boulevard",738000,3,3745,1670,"1970","2004-08-15",-122.470875,37.658984
"San Francisco County","San Francisco",94103,"590 6th Street #203",650000,2,NA,1502,"2001","2004-05-09",NA,NA
"Alameda County","Oakland",94607,"2000 Filbert Street",475000,8,6250,2996,"1981","2004-02-15",-122.281936,37.813231
"San Mateo County","Redwood City",94062,"318 Hudson Street",930000,3,6500,2200,"1951","2005-10-09",-122.239436,37.47944
"Contra Costa county","Concord",94521,"1335 New Hampshire Drive",450000,4,9000,1963,"1977","2003-06-22",-121.964174,37.945978
"Santa Clara County","Santa Teresa",95119,"265 Bernal Road",674000,3,6534,1120,"1971","2005-09-18",-121.780548,37.222744
"San Mateo County","South San Francisco",94080,"1 Mandalay Place #1010",660000,NA,NA,NA,NA,"2005-01-16",NA,NA
"San Mateo County","San Carlos",94070,"2505 Melendy Drive",720000,3,6930,1770,"1963","2003-07-27",-122.269227,37.493153
"Santa Clara County","Greater Downtown-metro Area",95112,"951 South 12th Street #311",378000,2,1307,1206,"1992","2004-08-15",NA,NA
"Santa Clara County","Greater Downtown-metro Area",95112,"144 South 3rd Street \#513",442000,1,871,1023,"1996","2005-08-21",NA,NA
"Contra Costa County","Discovery Bay",94514,"2142 Bridgeport Loop",458500,NA,NA,NA,NA,"2004-01-04",-121.619342,37.91516
"Solano County","Vallejo",94591,"301 Idora Avenue",305000,2,2613,784,"1928","2005-05-22",-122.224963,38.092629
"San Francisco County","San Francisco",94121,"630 43rd Avenue",725000,2,2996,1555,"1925","2003-06-08",-122.503627,37.776636
"Sonoma county","Santa Rosa",95405,"4740 Livingstone Place",850000,4,10890,3275,"1991","2003-10-19",-122.674191,38.438161
"Napa County","Napa",94558,"324 Alta Mesa Circle",820000,3,5227,2731,"1998","2004-01-25",-122.25208,38.355565
"Santa Clara County","Los Altos Hills",94022,"13031 West Sunset Drive",1700000,3,56628,2018,"1937","2003-08-03",-122.125298,37.370287
"Marin County","Corte Madera",94925,"38 Sonora Way",739000,4,13532,1580,"1958","2003-09-14",-122.505054,37.913273
"Santa Clara County","Morgan Hill",95037,"16780 Jackson Oaks Drive",885000,4,18295,2591,"1986","2005-09-04",-121.59306,37.142253
"Alameda County","Oakland",94610,"260 Perkins Street #3D",178000,NA,NA,510,"1991","2004-02-15",NA,NA
"Solano County","Suisun City",94585,"214 Tamarisk Circle",435000,3,5419,1478,"1994","2005-08-28",-122.023605,38.246182
"Napa County","American Canyon",94503,"26 Palestrina Court",546000,NA,6534,NA,NA,"2004-04-25",-122.252589,38.168059
"Santa Clara County","Mountain View",94043,"117 Huntington Court",564000,3,436,1013,"1998","2004-10-03",-122.058044,37.388974
"San Mateo County","La Honda",94020,"30 Sequoia Drive",725000,3,14700,1830,"1956","2006-01-08",-122.272677,37.314738
"Sonoma County","Santa Rosa",95404,"442 Humboldt Street",685000,NA,4050,2532,"1924","2005-01-16",-122.713418,38.44222
"Alameda County","Pleasanton",94566,"5737 Stonecliff Vista Lane",993500,4,NA,2831,"1904","2004-10-17",-121.886884,37.649628
"Alameda County","Berkeley",94710,"1711 10th Street",341000,3,4050,1042,"1930","2003-11-16",-122.294429,37.873017
"San Mateo County","San Mateo",94403,"3121 Los Prados Street #1",415000,NA,NA,NA,NA,"2004-09-05",NA,NA
"Solano County","Vacaville",95688,"348 West Monte Vista Avenue",2e+05,3,5662,1051,"1957","2004-08-01",-121.999787,38.35918
"San Francisco County","San Francisco",94117,"527 Central Avenue #4",485000,NA,NA,NA,NA,"2003-09-28",NA,NA
"Contra Costa county","Richmond",94806,"5400 Stony Court",603000,NA,3165,NA,NA,"2006-05-14",-122.338738,37.972623
"Santa Clara County","Blossom Hill",95136,"324 Marble Arch Avenue #4",490000,NA,NA,NA,NA,"2003-04-27",NA,NA
"Santa Clara County","Almaden",95120,"6512 Ramblewood Drive",7e+05,3,5663,1589,"1964","2004-04-25",NA,NA
"Alameda County","Oakland",94621,"7416 Spencer Street",380000,2,3875,808,"1942","2006-01-15",-122.191887,37.754649
"Contra Costa County","Antioch",94509,"1 East Lake Court",480000,5,7200,1943,"1961","2004-08-08",-121.791972,38.008808
"San Mateo county","San Bruno",94066,"3833 Adriatic Way",929000,NA,NA,NA,NA,"2005-03-27",-122.462688,37.633513
"Alameda County","Castro Valley",94546,"4430 Gem Avenue",3e+05,3,5750,1071,"1950","2003-06-15",-122.057424,37.698208
"Napa County","American Canyon",94503,"22 Black Duck Court",643500,NA,NA,NA,NA,"2004-07-25",-122.252589,38.168059
"Santa Clara County","Santa Teresa",95139,"126 Plympton Court",650000,5,5663,2571,"1972","2004-09-19",-121.762959,37.226712
"Solano County","Fairfield",94533,"3526 Tidewater Place",4e+05,4,3049,1751,"2001","2004-06-13",-122.037019,38.269582
"Santa Clara County","Saratoga",95070,"14612 Big Basin Way",850000,NA,NA,NA,NA,"2005-05-22",-122.036452,37.255752
"Santa Clara County","Santa Clara",95051,"2069 Larsen Place",495000,4,5227,1095,"1958","2004-09-12",-121.975416,37.359918
"Santa Clara County","Blossom Hill",95136,"52 Raindance Court",365000,2,436,992,"1988","2003-05-11",NA,NA
"San Francisco County","San Francisco",94124,"1555 Yosemite Avenue #3",288000,NA,NA,1234,"1987","2005-02-13",NA,NA
"Alameda County","San Leandro",94577,"1680 Grand Avenue",425000,2,6426,966,"1930","2005-06-26",-122.138735,37.724995
"San Francisco County","San Francisco",94118,"3380 Sacramento Street",755000,1,2422,1181,"1907","2004-06-06",-122.448338,37.788026
"Contra Costa County","Brentwood",94513,"1015 Amanda Circle",335000,3,6096,1634,"1989","2003-06-22",-121.709536,37.935311
"San Mateo County","Redwood City",94065,"99 Waterside Circle",860000,4,4830,2600,"1988","2003-11-16",-122.238062,37.53453
"Contra Costa County","Richmond",94804,"1567 Monterey Street",4e+05,3,4400,832,"1943","2005-11-27",-122.319418,37.909148
"Santa Clara County","West San Jose",95128,"1119 South Baywood Avenue",640000,3,5663,1240,"1958","2005-01-02",-121.935558,37.316983
"Contra Costa County","San Pablo",94806,"2600 Giant Road #6",320000,2,1742,1121,"1984","2004-12-26",NA,NA
"Santa Clara County","Greater Downtown-metro Area",95110,"630 North San Pedro Street #4",360000,2,436,1030,"1986","2004-05-16",NA,NA
"Alameda County","Castro Valley",94552,"22745 Princeton Place",570000,3,4952,1580,"1999","2003-11-23",-122.015289,37.713676
"San Mateo County","Daly City",94015,"303 Glenwood Avenue",660000,2,3600,1330,"1953","2004-10-31",-122.492232,37.699886
"Solano County","Dixon",95620,"2555 Duncan Street",720000,NA,7420,NA,NA,"2005-11-27",-121.826872,38.449108
"San Francisco county","San Francisco",94112,"183 Trumbull Street",645000,NA,2382,1446,"1964","2005-06-12",-122.426542,37.730874
"Sonoma County","Santa Rosa",95409,"5918 Sailing Hawk Place",850000,NA,NA,NA,NA,"2005-12-11",-122.632365,38.465843
"Contra Costa County","Lafayette",94549,"3162 Old Tunnel Road",848000,3,10890,1542,"1951","2005-07-10",-122.091125,37.89594
"Contra Costa County","Pittsburg",94565,"335 Jorgensen Drive",320000,3,3720,1608,"1990","2004-01-25",-121.901793,38.022646
"Santa Clara County","Blossom Valley",95123,"449 Los Pinos Way",760000,4,5663,1848,"1969","2005-09-11",NA,NA
"San Francisco County","San Francisco",94124,"13 Jennings Court",405000,3,1360,1210,"1995","2004-11-07",-122.397144,37.717624
"San Francisco County","San Francisco",94131,"2575 Diamond Street",725000,2,2500,1029,"1955","2004-07-11",-122.43467,37.73785
"San Mateo County","San Mateo",94401,"818 Tilton Avenue",445000,2,4136,760,"1925","2003-10-12",-122.322703,37.572061
"Santa Clara County","Saratoga",95070,"18882 Biarritz Lane",575000,3,2614,1991,"1986","2004-03-14",-121.999821,37.283285
"Alameda County","Dublin",94568,"6107 Ledgewood Terrace",846500,NA,6213,NA,NA,"2004-01-04",-121.86878,37.7246
"Contra Costa County","Antioch",94531,"5528 Cedar Point Way",390000,NA,NA,NA,NA,"2003-12-14",-121.802225,37.992421
"Santa Clara county","Mountain View",94041,"1721 California Street #28",426500,2,1307,1132,"1989","2004-08-29",NA,NA
"Alameda County","Pleasanton",94566,"656 Palomino Drive",560000,4,1564,2252,"1993","2004-06-06",-121.856849,37.66054
"Alameda County","Berkeley",94703,"2536 Grant Street",360000,3,3850,1391,"1908","2004-06-27",-122.274539,37.861999
"Napa county","American Canyon",94503,"40 Solera Lane",375000,3,4792,1344,"1987","2005-01-02",-122.240746,38.162742
"Contra Costa County","Concord",94518,"1965 Linnet Court",441000,3,7500,1387,"1972","2004-05-23",-122.030757,37.943491
"Santa Clara County","San Jose",95136,"4347 Arpeggio Avenue",550000,4,5227,2209,"1972","2004-06-27",-121.841778,37.271041
"Alameda county","Pleasanton",94588,"1428 Briones Lane",1444000,NA,428079,NA,NA,"2006-05-07",-121.865114,37.680459
"Contra Costa County","Clayton",94517,"307 Coal Mine Court",633000,4,4980,2171,NA,"2004-06-27",-121.934194,37.940723
"Contra Costa County","Martinez",94553,"109 St. Laurent Court",690000,4,6200,2719,NA,"2003-05-11",-122.103168,38.003167
"Santa Clara county","Milpitas",95035,"219 Waterford Meadow Court",545000,4,2178,1653,"1994","2004-05-09",-121.903676,37.434488
"San Francisco county","San Francisco",94132,"8200 Oceanview Terrace #415",420000,NA,NA,NA,NA,"2004-02-15",NA,NA
"Santa Clara County","South San Jose",95111,"280 Kenbrook Circle",365000,2,871,1012,"1987","2005-06-19",-121.842993,37.286687
"Contra Costa County","Oakley",94561,"440 Mockingbird Lane",325000,3,4500,1558,"1989","2004-07-11",-121.687643,37.984202
"Contra Costa county","Walnut Creek",94598,"133 Northcreek Circle",4e+05,2,2025,1217,"1977","2004-01-25",-122.04645,37.925731
"Santa Clara County","Mountain View",94043,"151 Gladys Avenue",670000,3,980,1465,"1985","2005-09-18",-122.063814,37.395686
"Contra Costa County","Concord",94518,"1455 Santa Clara Avenue",350000,2,6250,720,"1942","2004-05-02",-122.026198,37.973163
"Sonoma County","Healdsburg",95448,"818 Powell Avenue",395500,NA,NA,NA,NA,"2004-06-13",-122.854763,38.62082
"Alameda County","Union City",94587,"32409 Westport Court",580000,4,4114,2380,"1997","2003-10-05",-122.080177,37.575404
"Santa Clara County","Santa Clara",95051,"3433 Benton Street",515500,4,1307,1476,"1963","2005-03-27",-121.990323,37.344851
"San Mateo County","Foster City",94404,"1017 Shell Boulevard #6",411000,NA,NA,NA,NA,"2004-05-30",NA,NA
"Santa Clara County","Blossom Valley",95123,"936 Owens Lake Drive",495000,2,871,982,"1994","2006-04-16",NA,NA
"Alameda County","Hayward",94541,"23975 Myrtle Street",3e+05,2,5025,1044,"1947","2004-05-16",-122.090069,37.663039
"Alameda County","Castro Valley",94546,"2249 Kipling Street",369000,2,6104,1018,"1948","2003-05-18",-122.076432,37.68487
"Santa Clara County","Gilroy",95020,"2415 Olea Court",880000,NA,11761,NA,NA,"2004-07-04",-121.621955,37.027493
"Contra Costa County","Pinole",94564,"955 Tara Hills Drive",400500,4,6200,1230,"1964","2003-06-08",-122.309571,37.998436
"Santa Clara County","East San Jose",95127,"3160 Mt. McKinley Drive",535000,2,4792,825,"1959","2006-01-15",-121.820772,37.369473
"San Mateo County","Belmont",94002,"3 Antique Forest Lane",721000,3,2230,2110,"1979","2004-06-20",-122.281183,37.522222
"Alameda County","Fremont",94536,"4510 Mattos Drive",752000,4,5601,2194,"1999","2004-08-08",-122.003708,37.547454
"Solano County","Benicia",94510,"1513 London Circle",325000,3,2178,1480,"1980","2003-08-10",-122.183082,38.071063
"Santa Clara County","Berryessa",95116,"490 Coyote Creek Circle",282000,2,436,849,"1984","2003-11-23",-121.871321,37.35216
"Alameda County","Emeryville",94608,"87 Emery Bay Drive",386000,2,NA,828,"1981","2006-04-16",-122.285654,37.835872
"Contra Costa county","Martinez",94553,"2211 Bryce Drive",651000,4,8453,1601,"1968","2005-06-12",-122.082539,37.986401
"San Mateo County","San Mateo",94403,"1677 Sugarloaf Drive",670000,3,5500,1620,"1983","2003-07-20",-122.330512,37.521865
"Santa Clara County","South San Jose",95111,"10321 Singleton Road",550000,2,9148,1662,"1951","2005-03-27",-121.838198,37.287513
"Contra Costa county","Hercules",94547,"169 Maritime Terrace",867500,NA,NA,NA,NA,"2004-10-03",-122.258742,38.007489
"Contra Costa County","Pittsburg",94565,"504 Bellows Court",540000,4,4146,1867,"1904","2005-12-11",-121.878231,38.013147
"Santa Clara County","Mountain View",94043,"202 Central Avenue",475000,2,871,1290,"1977","2004-05-02",-122.070042,37.395301
"Alameda County","San Leandro",94577,"1959 Nome Street",380000,3,5000,1008,"1950","2004-05-16",-122.183751,37.705612
"Contra Costa County","Discovery Bay",94514,"6887 New Melones Circle",649000,3,7726,2033,"1904","2005-11-27",-121.606622,37.906386
"Alameda County","Oakland",94605,"2531 68th Avenue",325000,2,3800,1098,"1927","2005-12-25",-122.184382,37.76558
"San Francisco County","San Francisco",94116,"1976 10th Avenue",745000,3,3463,1835,"1941","2003-11-09",-122.46649,37.751368
"San Mateo County","South San Francisco",94080,"10 Chico Court",910000,3,8500,1140,"1946","2003-10-26",-122.437844,37.656195
"Alameda County","Fremont",94538,"39912 Fremont Boulevard",338000,2,1200,1165,"1972","2005-01-16",-121.975107,37.541514
"San Mateo County","Redwood City",94065,"34 Cadiz Circle",1e+06,3,4000,1970,"1978","2005-08-14",-122.245671,37.528472
"Santa Clara County","Greater Downtown-metro Area",95112,"1060 South 3rd Street \#285",335000,NA,NA,NA,NA,"2005-12-11",NA,NA
"Alameda County","Fremont",94555,"4911 Iris Terrace",445000,2,371000,991,"1987","2005-03-06",-122.045863,37.563033
"Santa Clara County","West San Jose",95126,"1515 Rosecrest Terrace",1051000,5,5227,2636,"1996","2005-04-03",-121.922657,37.330211
"Contra Costa County","San Pablo",94806,"918 Randy Lane",5e+05,3,15308,1570,"1912","2004-06-20",-122.356832,37.965576
"Contra Costa county","Concord",94521,"5456 Roundtree Drive \#F",335000,2,1326,914,"1970","2006-04-30",-121.961377,37.947186
"Alameda County","Oakland",94607,"311 Oak Street #34",639000,NA,NA,NA,NA,"2004-09-05",NA,NA
"San Mateo County","Daly City",94015,"10 Oakmont Drive",720000,3,3300,1190,"1954","2005-06-05",-122.492354,37.695484
"Contra Costa County","San Ramon",94583,"2245 Tahiti Drive",675000,3,12180,1934,"1979","2003-09-28",-121.957855,37.782529
"Contra Costa County","Concord",94519,"2017 Encima Drive",370000,3,7616,1148,"1948","2004-02-15",-122.023148,37.983332
"Santa Clara County","Berryessa",95133,"2465 Kimpton Court",318000,2,436,1142,"1985","2004-03-21",-121.851006,37.374663
"Sonoma County","Santa Rosa",95409,"522 Kellogg Court",650000,3,10890,2181,"1979","2003-11-09",-122.704646,38.448611
"Sonoma County","Windsor",95492,"217 Bouquet Circle",530000,4,3920,2182,NA,"2004-08-01",-122.805201,38.546038
"San Mateo County","Redwood City",94061,"330 Alexander Avenue",665000,4,7140,1110,"1949","2003-07-20",-122.222386,37.455859
"San Mateo County","San Mateo",94402,"1316 Maple Street",1010000,4,5000,2285,"1959","2005-10-09",-122.320029,37.553034
"Sonoma County","Windsor",95492,"9724 Lakewood Drive",829000,4,17860,2251,"1986","2004-09-12",-122.802149,38.548853
"Marin County","Belvedere/tiburon",94920,"2265 Paradise Drive",2195000,4,7235,2683,"1995","2004-08-01",NA,NA
"Marin County","Novato",94947,"928 Arlene Way",446500,3,1342,1655,"1980","2003-05-11",-122.55035,38.076171
"Santa Clara County","Evergreen",95138,"6925 Rodling Drive \#H",425000,2,436,850,"1992","2005-05-15",-121.765661,37.235964
"Contra Costa County","Pittsburg",94565,"14 San Marcos Drive",535000,4,8502,1844,"1974","2005-12-04",-121.858323,38
"Marin County","Kentfield",94904,"616 Via Casitas",360000,2,1000,954,"1974","2004-01-04",-122.532196,37.946408
"Contra Costa County","Brentwood",94513,"791 Waterville Drive",493000,NA,6178,NA,NA,"2003-06-15",-121.752238,37.932205
"Alameda County","Piedmont",94611,"432 Scenic Avenue",1456000,3,5000,3203,"1952","2006-03-26",-122.22722,37.828683
"Contra Costa County","Antioch",94509,"1705 West 18th Street",470000,3,6760,1487,"1981","2005-07-31",-121.831205,38.009208
"Alameda County","Livermore",94550,"322 Mulqueeney Street",379000,3,5550,1120,"1990","2003-07-27",-121.734311,37.688609
"San Francisco County","San Francisco",94121,"585 27th Avenue",601000,1,1760,900,"1915","2005-10-30",-122.486948,37.778466
"San Mateo County","Millbrae",94030,"281 Palm Avenue",750000,2,5440,1340,"1950","2003-12-07",-122.396,37.597929
"Contra Costa County","Richmond",94804,"5119 Fallon Avenue",530000,5,5750,2377,"1962","2005-05-01",-122.321088,37.917933
"Napa County","American Canyon",94503,"10 Highridge Drive",760000,NA,NA,NA,NA,"2005-08-28",-122.245908,38.156569
"Santa Clara County","Gilroy",95020,"1560 Sunrise Drive",8e+05,4,6970,2125,NA,"2005-11-06",-121.598187,37.032961
"Contra Costa county","Walnut Creek",94598,"1816 Pomar Way",479000,2,1044,1222,"1972","2006-05-07",-122.042839,37.926047
"Sonoma County","Windsor",95492,"8932 Oakfield Lane",392000,3,3049,1799,NA,"2003-12-28",-122.808173,38.543798
"Contra Costa County","Martinez",94553,"3071 Hampton Road",946000,4,57499,2356,"1956","2004-09-26",-122.110175,37.983877
"Santa Clara County","Blossom Valley",95136,"4920 Massachusetts Drive",745000,4,5663,2084,"1974","2006-04-16",NA,NA
"Sonoma County","Healdsburg",95448,"534 Matheson Street",555000,2,3010,965,"1953","2006-01-15",-122.861389,38.611222
"San Mateo County","San Mateo",94402,"130 Barneson Avenue #5",610000,2,NA,1230,"1981","2005-01-02",NA,NA
"Santa Clara County","West San Jose",95128,"801 South Winchester Boulevard \#3100",343500,NA,NA,NA,NA,"2005-11-06",-121.950082,37.312917
"Sonoma County","Petaluma",94954,"1852 Carneros Circle",334000,3,1742,1333,"1995","2003-05-25",-122.643455,38.26741
"Santa Clara County","Mountain View",94043,"264 Andsbury Avenue",420000,2,884,1274,"1973","2003-09-07",-122.073482,37.395464
"Contra Costa county","Richmond",94804,"2710 Humphrey Avenue",350000,3,5000,1051,"1944","2005-11-27",-122.342005,37.948414
"Alameda County","Oakland",94618,"180 Caldecott Lane \#214",392000,1,1122967,773,"1995","2006-03-19",-122.243695,37.843726
"Contra Costa County","Pittsburg",94565,"4201 Heights Avenue",296000,3,9200,1258,"1960","2003-08-24",-121.888869,37.998054
"Contra Costa County","Pinole",94564,"3100 Naomi Court",550000,5,10800,1690,"1962","2004-09-12",-122.286273,37.988633
"Contra Costa county","Antioch",94509,"3701 Pintail Drive",588000,NA,6500,NA,NA,"2005-05-08",-121.802225,37.992421
"Contra Costa County","Concord",94521,"5455 Kirkwood Drive #D8",263500,2,NA,891,"1980","2005-02-20",NA,NA
"Santa Clara County","Blossom Valley",95123,"100 Cherry Blossom Drive",685000,3,6098,1760,"1975","2005-04-17",NA,NA
"Solano County","Vallejo",94589,"730 Echo Summit Road",295500,4,5662,1280,"1970","2003-07-13",-122.261126,38.154992
"Alameda County","Berkeley",94709,"2354 Hilgard Avenue",480000,2,NA,950,"1960","2003-09-14",-122.264109,37.878171
"Santa Clara County","Evergreen",95135,"4104 Amos Way",739000,4,7405,1590,"1974","2005-07-24",-121.773951,37.308921
"Solano County","Fairfield",94533,"2345 Cabot Court",380000,3,8276,1100,"1972","2005-09-04",-122.073707,38.244478
"Santa Clara County","Evergreen",95138,"5392 Manderston Drive",789000,3,436,1817,"1998","2004-05-02",-121.766717,37.279303
"Contra Costa County","Brentwood",94513,"1105 Alder Creek Way",365000,3,6400,2138,"1998","2003-06-29",-121.72948,37.942097
"San Mateo County","East Palo Alto",94303,"808 Avelar Street",728000,NA,NA,NA,NA,"2004-09-19",-122.136719,37.46853
"Alameda County","Fremont",94538,"3184 Ingersoll Place",650000,3,6930,1652,"1986","2004-12-12",-121.957412,37.538874
"Alameda County","San Leandro",94578,"2064 Altamont Road",615000,NA,NA,1611,"1949","2005-12-11",-122.126261,37.713882
"Solano County","Fairfield",94534,"648 Greentree Circle",631000,3,3426,2177,"1905","2005-11-06",-122.054256,38.257763
"San Francisco county","San Francisco",94112,"2633 Alemany Boulevard",699000,3,2701,2058,"1972","2004-03-28",-122.447819,37.714388
"Solano County","Vallejo",94591,"311 Stinson Street #7",330000,2,1443,1007,"1990","2004-06-20",NA,NA
"Contra Costa County","San Ramon",94583,"7485 Northland Avenue",560000,3,7000,1548,"1972","2004-01-11",-121.939572,37.73137
"San Francisco County","San Francisco",94127,"376 Hazelwood Avenue",935000,2,2922,1594,"1927","2005-01-09",-122.455945,37.733669
"San Mateo County","San Mateo",94403,"2852 South Norfolk Street",572000,3,5650,1100,"1958","2003-10-26",-122.28617,37.546999
"San Francisco County","San Francisco",94132,"4035 Alemany Boulevard",4e+05,NA,2582,1446,"1947","2004-07-04",-122.46962,37.710221
"San Mateo County","San Carlos",94070,"1420 Orange Avenue",550000,2,7840,1200,"1945","2003-04-27",-122.255518,37.49232
"Santa Clara County","East San Jose",95127,"3121 Mt. Vista Drive",550000,2,5227,825,"1959","2005-02-13",-121.820772,37.369473
"San Mateo County","South San Francisco",94080,"1357 Mission Road",540000,NA,NA,NA,NA,"2004-02-01",-122.443614,37.66461
"Santa Clara County","Morgan Hill",95037,"17575 Holiday Drive",808000,3,29621,2232,"1971","2004-09-05",-121.610937,37.155644
"Solano County","Vacaville",95687,"837 Celestine Circle",389500,2,5125,969,"1992","2005-10-16",-121.956715,38.32509
"Contra Costa County","Clayton",94517,"1221 Buckeye Terrace",495000,NA,NA,NA,NA,"2004-05-30",-121.934004,37.946885
"Santa Clara County","Santa Clara",95050,"2201 Monroe Street \#903",495000,2,2614,1142,"1978","2005-11-27",-121.961123,37.36128
"Solano County","Benicia",94510,"180 East Tennys Drive",392000,4,6969,1848,"1975","2003-05-11",-122.147434,38.06243
"Solano County","Vallejo",94591,"275 Canterbury Drive",435000,5,8044,2301,"1989","2003-07-20",-122.193832,38.106642
"San Francisco County","San Francisco",94115,"1325 Divisadero Street #206",279000,NA,NA,491,"1925","2003-05-25",NA,NA
"Alameda County","San Leandro",94577,"308 Bowling Green Street",390000,2,5355,1035,"1943","2004-05-30",-122.168335,37.73487
"Alameda county","Oakland",94601,"2225 38th Avenue",750000,8,5500,3773,"1966","2005-11-13",-122.211815,37.782438
"Solano County","Fairfield",94534,"4307 Pine Creek Circle",495000,4,3650,2299,"2001","2004-10-24",-122.054256,38.257763
"Santa Clara County","Evergreen",95135,"7943 Caledonia Drive",685000,2,436,1945,"1988","2005-07-24",-121.743176,37.29236
"Sonoma County","Windsor",95492,"286 Decanter Circle",472500,NA,5663,NA,NA,"2004-05-16",-122.805201,38.546038
"Alameda County","Dublin",94568,"7677 Ironwood Drive",575000,3,8634,1116,"1961","2005-07-10",-121.93283,37.712452
"Sonoma County","Guerneville",95446,"14255 Mill Street",385000,3,5663,1735,"1992","2003-10-26",-123.000224,38.505629
"San Mateo County","San Mateo",94401,"925 Anna Street",752000,3,5250,1230,"1950","2005-07-10",-122.305398,37.568041
"Napa county","Napa",94558,"171 Ridgecrest Drive",275000,3,10019,1338,"1984","2003-07-06",-122.217561,38.41038
"San Francisco County","San Francisco",94109,"2735 Hyde Street",1518000,4,2295,2880,"1927","2004-09-26",-122.420445,37.806046
"Solano County","Vallejo",94591,"4350 Melody Lane",680000,5,5080,2474,NA,"2005-09-11",-122.200607,38.132187
"Santa Clara County","Blossom Valley",95136,"4940 Rue Bordeaux",650000,4,6098,1313,"1973","2005-06-19",NA,NA
"Contra Costa County","Concord",94521,"4003 Roland Drive",480000,3,6660,1308,"1958","2004-10-03",-121.993441,37.975136
"Alameda County","Berkeley",94707,"656 Arlington Avenue",680000,3,3713,1945,"1924","2003-07-27",-122.276818,37.898181
